100 книг, которые должен прочесть каждый
1 Михаил Булгаков — Мастер и Маргарита
2 Антуан де Сент-Экзюпери — Маленький принц
3 Михаил Булгаков — Собачье сердце
4 Лев Толстой — Война и мир
5 Федор Достоевский — Преступление и наказание
6 Михаил Лермонтов — Герой нашего времени
7 Илья Ильф, Евгений Петров — Двенадцать стульев
8 Александр Пушкин — Евгений Онегин
9 Габриэль Гарсиа Маркес — Сто лет одиночества
10 Антон Чехов — Рассказы
11 Николай Гоголь — Мёртвые души
12 Федор Достоевский — Идиот
13 Артур Конан-Дойль — Приключения Шерлока Холмса
14 Илья Ильф, Евгений Петров — Золотой теленок
15 Лев Толстой — Анна Каренина
16 Николай Гоголь — Вечера на хуторе близ Диканьки
17 Даниель Дефо — Робинзон Крузо
18 Эрих Мария Ремарк — Три товарища
19 Маргарет Митчелл — Унесённые ветром
20 О.Генри — Рассказы
21 Марк Твен — Приключения Тома Сойера
22 Уильям Шекспир — Ромео и Джульетта
23 Александр Дюма — Три мушкетера
24 Оскар Уайльд — Портрет Дориана Грея
25 Эрнест Хемингуэй — Старик и море
26 Джером Д. Сэлинджер — Над пропастью во ржи
27 Алан Александр Милн — Винни-Пух
28 Кен Кизи — Пролетая над гнездом кукушки
29 Стендаль — Красное и чёрное
30 Эрих Мария Ремарк — На западном фронте без перемен
31 Александр Дюма — Граф Монте-Кристо
32 Уильям Шекспир — Гамлет
33 Александр Пушкин — Капитанская дочка
34 Льюис Кэрролл — Алиса в стране чудес
35 Мигель Сервантес — Дон-Кихот
36 Джон Толкиен — Властелин колец
37 Джейн Остин — Гордость и предубеждение
38 Марк Твен — Приключения Гекльберри Финна
39 Иван Гончаров — Обломов
40 Иоганн Вольфганг фон Гёте — Фауст
41 Федор Достоевский — Братья Карамазовы
42 Александр Грин — Алые паруса
43 Иван Тургенев — Отцы и дети
44 Михаил Булгаков — Белая гвардия
45 Ричард Бах — Чайка по имени Джонатан Ливингстон
46 Александр Пушкин — Повести Белкина
47 Виктор Гюго — Собор Парижской Богоматери
48 Артур Конан-Дойль — Собака Баскервиллей
49 Джордж Оруэлл — 1984
50 Джек Лондон — Мартин Иден
51 Джером К. Джером — Трое в лодке, не считая собаки
52 Борис Пастернак — Доктор Живаго
53 Шарлотта Бронте — Джейн Эйр
54 Эрих Мария Ремарк — Триумфальная арка
55 Рэй Брэдбери — 451 градус по Фаренгейту
56 Аркадий и Борис Стругацкие — Пикник на обочине
57 Аркадий и Борис Стругацкие — Понедельник начинается в субботу
58 Михаил Шолохов — Тихий Дон
59 Жюль Верн — Дети капитана Гранта
60 Станислав Лем — Солярис
61 Александр Грибоедов — Горе от ума
62 Роберт Льюис Стивенсон — Остров сокровищ
63 Гомер — Одиссея
64 Джек Лондон — Белый Клык
65 Аркадий и Борис Стругацкие — Трудно быть богом
66 Жюль Верн — Таинственный остров
67 Иван Бунин — Тёмные аллеи
68 Ричард Бах — Иллюзии
69 Владимир Набоков — Лолита
70 Стендаль — Пармская обитель
71 Гомер — Илиада
72 Фрэнсис Скотт Фицджеральд — Великий Гэтсби
73 Джованни Боккаччо — Декамерон
74 Пауло Коэльо — Алхимик
75 Борис Акунин — Приключения Эраста Фандорина
76 Вениамин Каверин — Два капитана
77 Теодор Драйзер — Американская трагедия
78 Эмили Бронте — Грозовой перевал
79 Харпер Ли — Убить пересмешника
80 Эрнест Хемингуэй — Прощай оружие
81 Умберто Эко — Имя Розы
82 Ярослав Гашек — Похождения бравого солдата Швейка во время мировой войны
83 Франц Кафка — Процесс
84 Николай Гоголь — Тарас Бульба
85 Этель Лилиан Войнич — Овод
86 Колин Маккалоу — Поющие в терновнике
87 Эрнест Хемингуэй — Праздник, который всегда с тобой
88 Курт Воннегут — Бойня номер пять, или Крестовый поход детей
89 Ричард Бах — Единственная
90 Джеймс Клавелл — Сегун
91 Андрей Платонов — Котлован
92 Лев Толстой — Хаджи Мурат
93 Виктор Гюго — Отверженные
94 Элинор Портер — Поллианна
95 Жорж Санд — Консуэло
96 Ричард Бах — Мост через вечность
97 Астрид Линдгрен — Пеппи Длинный чулок
98 Эрих Мария Ремарк — Жизнь взаймы
99 Вольтер — Кандид, или оптимизм
100 Джеймс Джойс — Улисс
